Timestamp,Temperature,Pressure,Humidity,Weather,Wind Speed,City
2025-02-26 00:06:20,8.38,1015,73,few clouds,0.89,London
2025-02-26 01:11:09,6.64,1016,80,clear sky,0.89,London
2025-02-26 02:16:36,6.39,1017,80,clear sky,2.24,London
2025-02-26 03:27:34,5.94,1017,83,clear sky,2.24,London
2025-02-26 04:30:23,5.15,1018,87,clear sky,2.68,London
2025-02-26 05:34:37,5.1,1018,87,clear sky,3.6,London
2025-02-26 06:41:03,3.58,1017,90,overcast clouds,2.57,London
2025-02-26 07:52:50,4.18,1017,90,broken clouds,4.12,London
2025-02-26 09:07:09,3.81,1017,91,scattered clouds,3.09,London
2025-02-26 10:09:39,3.6,1016,90,scattered clouds,2.57,London
2025-02-27 12:59:52,5.15,1017,87,scattered clouds,3.6,London
2025-02-27 13:01:14,5.15,1017,87,scattered clouds,3.6,London
2025-02-27 13:02:14,5.15,1017,87,scattered clouds,3.6,London
2025-02-27 13:20:31,5.19,1018,87,broken clouds,4.63,London
2025-02-27 13:31:48,5.21,1018,87,broken clouds,4.63,London
2025-02-27 13:32:50,5.21,1018,87,broken clouds,4.63,London
2025-02-27 13:33:50,5.21,1018,87,broken clouds,4.63,London
2025-02-27 13:34:51,5.21,1018,87,broken clouds,4.63,London
2025-02-27 13:35:51,5.31,1018,87,broken clouds,4.63,London
2025-02-27 13:36:51,5.31,1018,87,broken clouds,4.63,London
2025-02-27 13:37:52,5.31,1018,87,broken clouds,4.63,London
2025-02-27 13:38:52,5.31,1018,87,broken clouds,4.63,London
2025-02-27 13:39:52,5.31,1018,87,broken clouds,4.63,London
2025-02-27 13:40:52,5.31,1018,87,broken clouds,4.63,London
2025-02-27 13:41:53,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:42:53,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:43:53,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:44:54,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:45:54,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:46:54,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:47:54,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:48:55,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:49:55,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:50:55,5.41,1018,87,overcast clouds,4.63,London
2025-02-27 13:51:56,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 13:52:56,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 13:53:56,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 13:54:56,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 13:55:57,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 13:56:57,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 13:57:57,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 13:58:57,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 13:59:58,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 14:00:58,5.44,1018,87,overcast clouds,4.63,London
2025-02-27 14:01:58,5.62,1018,86,overcast clouds,4.63,London
2025-02-27 14:02:59,5.62,1018,86,overcast clouds,4.63,London
2025-02-27 14:03:59,5.62,1018,86,overcast clouds,4.63,London
2025-02-27 14:04:59,5.62,1018,86,overcast clouds,4.63,London
2025-02-27 14:05:59,5.62,1018,86,overcast clouds,4.63,London
2025-02-27 14:07:00,5.67,1019,85,overcast clouds,4.63,London
2025-02-27 14:08:00,5.67,1019,85,overcast clouds,4.63,London
2025-02-27 14:09:00,5.65,1018,86,overcast clouds,4.63,London
2025-02-27 14:20:20,5.67,1019,85,overcast clouds,4.63,London
2025-02-27 14:21:20,5.67,1019,85,overcast clouds,4.63,London
2025-02-27 14:22:21,5.67,1019,85,overcast clouds,4.63,London
2025-02-27 14:23:21,5.72,1019,84,overcast clouds,4.63,London
2025-02-27 14:24:21,5.72,1019,84,overcast clouds,4.63,London
2025-02-27 14:25:22,5.72,1019,84,overcast clouds,4.63,London
2025-02-27 14:26:22,5.72,1019,84,overcast clouds,4.63,London
2025-02-27 14:27:22,5.72,1019,84,overcast clouds,4.63,London
2025-02-27 14:28:22,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:29:23,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:30:23,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:31:23,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:32:23,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:33:24,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:34:24,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:35:25,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:36:26,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:37:26,5.8,1019,84,overcast clouds,4.63,London
2025-02-27 14:38:26,5.8,1019,84,overcast clouds,4.63,London
2025-02-27 14:39:26,5.8,1019,84,overcast clouds,4.63,London
2025-02-27 14:40:27,5.8,1019,84,overcast clouds,4.63,London
2025-02-27 14:41:27,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:42:27,5.77,1019,84,overcast clouds,4.63,London
2025-02-27 14:43:27,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:44:28,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:45:28,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:46:28,5.8,1019,84,overcast clouds,4.63,London
2025-02-27 14:47:28,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:48:29,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:49:29,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:50:29,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:51:29,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:52:30,5.98,1019,84,overcast clouds,4.63,London
2025-02-27 14:53:30,6.06,1019,83,overcast clouds,4.63,London
2025-02-27 14:54:30,6.06,1019,83,overcast clouds,4.63,London
2025-02-27 14:55:31,6.06,1019,83,overcast clouds,4.63,London
2025-02-27 15:11:50,6.06,1020,83,overcast clouds,4.63,London
2025-02-27 15:29:52,6.38,1020,80,overcast clouds,4.12,London
2025-02-27 15:47:11,6.5,1020,79,overcast clouds,4.63,London
2025-02-27 16:04:58,6.69,1020,78,overcast clouds,4.63,London
2025-02-27 16:20:51,7.44,1020,77,overcast clouds,3.13,London
2025-02-27 16:21:52,7.44,1020,77,overcast clouds,3.13,London
2025-02-27 16:22:52,7.44,1020,77,overcast clouds,3.13,London
2025-02-27 16:23:53,7.44,1020,77,overcast clouds,3.13,London
2025-02-27 16:24:53,7.44,1020,77,overcast clouds,3.13,London
2025-02-27 16:25:53,7.44,1020,77,overcast clouds,3.13,London
2025-02-27 16:26:53,7.44,1020,77,overcast clouds,3.13,London
2025-02-27 16:27:54,7.35,1020,77,overcast clouds,2.24,London
2025-02-27 16:28:54,7.35,1020,77,overcast clouds,2.24,London
2025-02-27 16:29:54,7.35,1020,77,overcast clouds,2.24,London
2025-02-27 16:30:54,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:31:55,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:32:55,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:33:55,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:34:56,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:35:56,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:36:56,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:37:56,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:38:57,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:39:57,7.24,1020,77,overcast clouds,2.24,London
2025-02-27 16:40:57,7.41,1020,76,overcast clouds,2.24,London
2025-02-27 16:41:57,7.41,1020,76,overcast clouds,2.24,London
2025-02-27 16:42:58,7.41,1020,76,overcast clouds,2.24,London
2025-02-27 16:43:58,7.41,1020,76,overcast clouds,2.24,London
2025-02-27 16:44:58,7.41,1020,76,overcast clouds,2.24,London
2025-02-27 16:45:59,7.81,1020,74,broken clouds,4.12,London
2025-02-27 16:46:59,7.8,1020,74,broken clouds,4.12,London
2025-02-27 16:48:00,7.8,1020,74,broken clouds,4.12,London
2025-02-27 16:49:00,7.8,1020,74,broken clouds,4.12,London
2025-02-27 16:50:00,7.8,1020,74,broken clouds,4.12,London
2025-02-27 16:51:00,7.92,1020,74,broken clouds,4.12,London
2025-02-27 16:52:01,7.92,1020,74,broken clouds,4.12,London
2025-02-27 16:53:01,7.92,1020,74,broken clouds,4.12,London
2025-02-27 16:54:01,7.92,1020,74,broken clouds,4.12,London
2025-02-27 16:55:01,7.92,1020,74,broken clouds,4.12,London
2025-02-27 16:56:02,7.92,1020,74,broken clouds,4.12,London
2025-02-27 16:57:02,7.92,1020,74,broken clouds,4.12,London
2025-02-27 16:58:02,7.92,1020,74,broken clouds,4.12,London
2025-02-27 16:59:02,7.92,1020,74,broken clouds,4.12,London
2025-02-27 17:00:03,7.92,1020,74,broken clouds,4.12,London
2025-02-27 17:01:03,7.89,1020,73,broken clouds,4.12,London
2025-02-27 17:02:03,7.89,1020,73,broken clouds,4.12,London
2025-02-27 17:03:03,7.89,1020,73,broken clouds,4.12,London
2025-02-27 17:04:04,7.89,1020,73,broken clouds,4.12,London
2025-02-27 17:05:04,7.89,1020,73,broken clouds,4.12,London
2025-02-27 17:13:52,8.36,1021,70,broken clouds,4.12,London
2025-02-27 17:14:52,8.36,1021,70,broken clouds,4.12,London
2025-02-27 17:15:53,8.36,1021,70,broken clouds,4.12,London
2025-02-27 17:16:53,8.36,1021,70,broken clouds,4.12,London
2025-02-27 17:17:53,8.36,1021,70,broken clouds,4.12,London
2025-02-27 17:18:53,8.36,1021,70,broken clouds,4.12,London
2025-02-27 17:19:54,8.36,1021,70,broken clouds,4.12,London
